id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,company
352,Honda CB Unicorn 150,50000.0,2016,individual,1st ,27000,74295.0,Honda
353,Suzuki Gixxer [2014-2018],62000.0,2017,individual,1st ,15000,78316.0,Suzuki
354,Bajaj Platina 100,45000.0,2019,individual,1st ,15000,0.0,Bajaj
355,Royal Enfield Thunderbird 350,120000.0,2017,individual,1st ,4050,0.0,Royal Enfield
356,Royal Enfield Thunderbird 500,125000.0,2014,individual,1st ,25000,190874.0,Royal Enfield
357,Bajaj Pulsar AS150,50000.0,2015,individual,1st ,5000,80821.0,Bajaj
358,Bajaj Pulsar 150,30000.0,2012,individual,2nd ,5000,0.0,Bajaj
359,Hero Pleasure,40000.0,2014,individual,1st ,14000,51600.0,Hero
360,Honda Aviator,41000.0,2013,individual,1st ,36500,63537.0,Honda
361,Royal Enfield Thunderbird 350,120000.0,2017,individual,2nd ,9000,0.0,Royal Enfield
362,Hero Ignitor,35000.0,2014,individual,1st ,33200,67722.0,Hero
364,TVS Apache RTR 160,35000.0,2011,individual,1st ,25000,0.0,TVS
365,Hero Achiever 150,38000.0,2017,individual,1st ,26000,69750.0,Hero
366,Vespa LX 125,50000.0,2015,individual,1st ,3909,77900.0,Vespa
367,Honda Activa 3G,40000.0,2015,individual,1st ,7672,54605.0,Activa
368,Hero Splendor Plus i3s,70000.0,2019,individual,1st ,3000,55600.0,Hero
369,Royal Enfield Classic 350,140000.0,2016,individual,1st ,3654,0.0,Royal Enfield
370,Hero Maestro,26500.0,2016,individual,2nd ,40000,53830.0,Hero
371,Hero Glamour 125,38000.0,2016,dealer,1st ,5500,61600.0,Hero
372,Yamaha FZ16,60000.0,2016,individual,1st ,29950,78712.0,Yamaha
373,Royal Enfield Himalayan,145000.0,2017,individual,1st ,14000,0.0,Royal Enfield
374,Yamaha FZ S V 2.0,78000.0,2017,individual,1st ,26100,84480.0,Yamaha
375,Hero Maestro Edge,58000.0,2018,individual,1st ,6000,54580.0,Hero
376,Yamaha FZ25,130000.0,2017,individual,1st ,4000,132680.0,Yamaha
377,TVS Victor,20000.0,2001,individual,1st ,50000,54852.0,TVS
378,Bajaj Dominar 400 [2018],150000.0,2018,individual,1st ,5475,163331.0,Bajaj
379,Bajaj Pulsar 180,32000.0,2012,individual,1st ,40000,85011.0,Bajaj
380,Bajaj Pulsar 180,50000.0,2017,individual,1st ,20500,85011.0,Bajaj
381,KTM 200 Duke,120000.0,2017,individual,1st ,4100,0.0,KTM
382,Bajaj Avenger Street 150 [2018],60000.0,2016,individual,2nd ,23097,80435.0,Bajaj
383,Bajaj Discover 100 M,20000.0,2011,individual,1st ,37734,44756.0,Bajaj
384,Royal Enfield Bullet 350 [2007-2011],65000.0,2011,individual,2nd ,65000,0.0,Royal Enfield
385,Yamaha YZF R15 S,70000.0,2016,individual,1st ,8000,117926.0,Yamaha
386,Yamaha FZ V 2.0,35000.0,2014,individual,1st ,13500,81508.0,Yamaha
387,Bajaj Avenger Street 220,95000.0,2018,individual,1st ,23000,95955.0,Bajaj
388,Bajaj Pulsar 150,8000.0,2005,individual,1st ,58000,0.0,Bajaj
389,Royal Enfield Thunderbird 350,85000.0,2010,individual,1st ,15000,0.0,Royal Enfield
390,Hero Achiever 150,65000.0,2016,individual,1st ,29000,69750.0,Hero
391,Hero Passion Pro 110,39000.0,2013,individual,1st ,20000,0.0,Hero
392,Hero Duet,45000.0,2017,individual,1st ,35000,50280.0,Hero
393,Bajaj Avenger Street 150 [2018],60000.0,2016,individual,1st ,45137,80435.0,Bajaj
394,Royal Enfield Classic Stealth Black,160000.0,2018,individual,1st ,7500,204977.0,Royal Enfield
395,Bajaj Pulsar 150,35000.0,2011,individual,1st ,35600,0.0,Bajaj
396,Bajaj Pulsar 135 LS,40000.0,2018,individual,1st ,15000,64589.0,Bajaj
397,Yamaha Fazer [2009-2016],40000.0,2012,individual,1st ,7353,84751.0,Yamaha
398,Honda CB Hornet 160R,56000.0,2017,individual,2nd ,13200,87543.0,Honda
399,Honda CB Unicorn Dazzler,22000.0,2011,individual,1st ,38350,71757.0,Honda
400,Yamaha YBR 125,36000.0,2014,individual,1st ,20400,54593.0,Yamaha
401,Suzuki Intruder 150 Fi,100000.0,2018,individual,1st ,14500,110240.0,Suzuki
402,Bajaj V15,42000.0,2016,individual,1st ,19500,67187.0,Bajaj
403,Royal Enfield Electra 5 S,85000.0,2008,individual,1st ,20000,0.0,Royal Enfield
404,Hero Passion PRO TR,45000.0,2014,individual,1st ,36000,54586.0,Hero
405,Yamaha FZ25,145000.0,2019,individual,1st ,4500,133680.0,Yamaha
406,Hero Karizma [2003-2014],50000.0,2013,individual,1st ,38000,85766.0,Hero
407,Royal Enfield Interceptor 650,270000.0,2019,individual,1st ,9000,0.0,Royal Enfield
408,Royal Enfield Thunderbird 350,60000.0,2006,individual,1st ,40000,0.0,Royal Enfield
409,Royal Enfield Classic Squadron Blue,140000.0,2017,individual,1st ,25000,181445.0,Royal Enfield
411,KTM 390 Duke ABS [2013-2016],180000.0,2015,individual,2nd ,13125,202127.0,KTM
412,Bajaj Pulsar 180,42000.0,2014,individual,2nd ,19600,85011.0,Bajaj
413,Suzuki Access 125 [2007-2016],16000.0,2011,individual,1st ,40000,58314.0,Suzuki
414,Hero Splendor iSmart,40000.0,2015,individual,1st ,19055,52271.0,Hero
415,Bajaj Pulsar 180,38000.0,2012,individual,2nd ,57000,85011.0,Bajaj
416,Yamaha YZF R15 S,85000.0,2017,individual,1st ,13000,117926.0,Yamaha
417,Honda Aviator,28000.0,2013,individual,1st ,28087,63537.0,Honda
418,KTM 200 Duke,135000.0,2018,individual,1st ,24000,0.0,KTM
419,Royal Enfield Thunderbird 350,120000.0,2016,individual,1st ,24600,0.0,Royal Enfield
420,Hero Karizma ZMR,37000.0,2010,individual,1st ,27500,108000.0,Hero
421,Royal Enfield Classic Chrome,135000.0,2015,individual,1st ,45000,189313.0,Royal Enfield
423,Mahindra Rodeo,20000.0,2013,individual,1st ,7000,47343.0,Mahindra
424,TVS Apache RTR 160,83299.0,2019,individual,1st ,6400,0.0,TVS
425,Yamaha Fazer FI V 2.0 [2016-2018],65000.0,2018,individual,1st ,3500,89643.0,Yamaha
426,Honda Activa 5G,50000.0,2018,individual,1st ,14000,59422.0,Activa
427,Bajaj Pulsar 220 Fi,65000.0,2013,individual,1st ,6409,0.0,Bajaj
429,Honda CB Hornet 160R,60000.0,2017,individual,1st ,16500,92210.0,Honda
430,Royal Enfield Bullet 350,110000.0,2015,individual,1st ,36000,0.0,Royal Enfield
432,Yamaha Saluto,38000.0,2015,individual,1st ,15000,63180.0,Yamaha
433,Suzuki Access 125,70000.0,2018,individual,1st ,14500,0.0,Suzuki
434,TVS Sport,35000.0,2018,individual,1st ,26600,0.0,TVS
436,KTM 125 Duke,130000.0,2019,individual,1st ,3500,0.0,KTM
437,Bajaj Pulsar NS200,50000.0,2013,dealer,1st ,58203,0.0,Bajaj
438,Bajaj Pulsar 150 [2001-2011],18000.0,2005,individual,1st ,21885,0.0,Bajaj
439,Hero Xtreme 200R,87000.0,2019,individual,1st ,3200,93400.0,Hero
441,Bajaj Discover 150S,35000.0,2015,individual,1st ,28000,63331.0,Bajaj
442,Honda CBR-250R,100000.0,2011,individual,2nd ,3500,171646.0,Honda
443,Hero Pleasure,30000.0,2013,individual,1st ,24000,51600.0,Hero
444,Bajaj Avenger Cruise 220,95000.0,2018,individual,1st ,1800,0.0,Bajaj
445,Bajaj Discover 125 ST,25000.0,2012,individual,1st ,76000,58438.0,Bajaj
446,Bajaj Pulsar 150 [2001-2011],26500.0,2010,individual,1st ,52500,0.0,Bajaj
447,Bajaj Boxer,12000.0,2008,individual,1st ,17500,0.0,Bajaj
448,Bajaj Pulsar 150,20000.0,2006,individual,1st ,41000,0.0,Bajaj
449,Royal Enfield Classic Signals,195000.0,2018,individual,1st ,2845,164095.0,Royal Enfield
450,Bajaj Pulsar 180,14900.0,2007,individual,1st ,50000,85011.0,Bajaj
451,Honda Dream Yuga,48000.0,2018,individual,1st ,7110,56147.0,Honda
452,Yamaha FZ S [2012-2016],40000.0,2014,individual,1st ,27785,79432.0,Yamaha
453,Honda CB Unicorn,45000.0,2010,individual,1st ,75000,71681.0,Honda
454,Honda Shine,25000.0,2010,individual,1st ,20000,0.0,Honda
455,Honda Activa 3G,25000.0,2011,individual,1st ,20000,54605.0,Activa
456,Honda Activa [2000-2015],10000.0,2009,individual,1st ,60000,50267.0,Activa
457,Mahindra Flyte,22000.0,2009,individual,3rd ,20000,44493.0,Mahindra
458,Honda Activa 3G,45000.0,2015,individual,1st ,18000,54605.0,Activa
459,KTM 250 Duke,135000.0,2017,individual,1st ,16500,0.0,KTM
460,Yamaha Ray Z,75000.0,2017,individual,1st ,15000,52949.0,Yamaha
461,Bajaj Pulsar 135 LS,24000.0,2010,individual,1st ,45000,64589.0,Bajaj
462,Yamaha FZ16,45000.0,2016,individual,1st ,37000,78712.0,Yamaha
463,Hero Passion PRO i3s,55000.0,2017,individual,1st ,14600,54475.0,Hero
464,Bajaj Discover 125,10000.0,2006,individual,1st ,51000,57549.0,Bajaj
465,Royal Enfield Classic 350,135000.0,2017,individual,1st ,15000,0.0,Royal Enfield
466,Honda CB Unicorn 150,55000.0,2017,individual,1st ,12000,74295.0,Honda
467,Bajaj Avenger [2015],35000.0,2012,individual,1st ,15000,75502.0,Bajaj
468,Bajaj Super,20000.0,1988,individual,1st ,21000,0.0,Bajaj
469,Bajaj Pulsar 150,26000.0,2012,individual,2nd ,65000,0.0,Bajaj
470,Honda Activa [2000-2015],23000.0,2009,individual,1st ,95000,50267.0,Activa
471,Royal Enfield Classic Desert Storm,150000.0,2015,individual,1st ,23000,181445.0,Royal Enfield
473,Hero Duet,35000.0,2016,individual,2nd ,49637,54080.0,Hero
475,Royal Enfield Classic 350,150000.0,2017,individual,1st ,7000,0.0,Royal Enfield
476,Honda Activa 3G,50000.0,2016,individual,1st ,5326,54605.0,Activa
477,Honda Activa [2000-2015],25000.0,2009,individual,1st ,585659,50267.0,Activa
479,Hero Super Splendor,35000.0,2014,individual,2nd ,37541,0.0,Hero
480,Honda CB Trigger,45000.0,2015,individual,1st ,36000,83437.0,Honda
481,Honda Dream Yuga,25000.0,2013,individual,1st ,29000,56147.0,Honda
483,TVS Spectra,17000.0,2008,individual,1st ,50000,0.0,TVS
484,Hero Ignitor,30000.0,2016,individual,1st ,18000,67722.0,Hero
486,Bajaj Pulsar 220F,60000.0,2017,individual,2nd ,40000,0.0,Bajaj
487,Hero Splendor Plus,30000.0,2013,individual,1st ,20000,0.0,Hero
488,Yamaha YZF R15 [2011-2018],60000.0,2012,individual,1st ,22000,118997.0,Yamaha
489,Honda Activa 3G,32000.0,2015,individual,1st ,4500,54605.0,Activa
490,Bajaj Discover 150,30000.0,2012,individual,1st ,50000,54299.0,Bajaj
491,Bajaj Pulsar 150 [2001-2011],55000.0,2010,individual,1st ,42000,0.0,Bajaj
492,Bajaj Avenger Street 150 [2018],75000.0,2016,individual,1st ,35000,80435.0,Bajaj
493,TVS Star City Plus,52000.0,2017,individual,1st ,25000,0.0,TVS
494,Bajaj Discover 125,38000.0,2018,individual,1st ,34000,60122.0,Bajaj
495,Bajaj Discover 135,12000.0,2007,individual,1st ,60000,0.0,Bajaj
496,Honda CB Shine SP,47000.0,2017,individual,1st ,73000,64750.0,Honda
497,Honda Activa [2000-2015],22000.0,2014,individual,1st ,38000,50267.0,Activa
498,Bajaj Avenger [2015],65000.0,2015,individual,1st ,26000,75502.0,Bajaj
499,Bajaj Platina 100,23000.0,2013,individual,2nd ,24000,0.0,Bajaj
500,Bajaj Discover 100,30000.0,2011,individual,1st ,45000,42859.0,Bajaj
501,Bajaj Pulsar 150,35000.0,2011,individual,1st ,36000,0.0,Bajaj
502,Bajaj Avenger Street 150 [2018],80000.0,2017,individual,1st ,30000,80435.0,Bajaj
503,Bajaj Platina 100,20000.0,2012,individual,1st ,16295,0.0,Bajaj
504,Bajaj Pulsar 150,16000.0,2011,individual,2nd ,59000,0.0,Bajaj
505,Bajaj Pulsar 150,20000.0,2006,individual,1st ,9500,0.0,Bajaj
506,Bajaj Pulsar NS200,50000.0,2012,individual,1st ,46000,0.0,Bajaj
507,Honda CB Trigger,40000.0,2015,individual,1st ,75000,76572.0,Honda
508,Bajaj Pulsar 135 LS,20000.0,2010,individual,1st ,80000,64589.0,Bajaj
509,Bajaj Pulsar 180,65000.0,2018,individual,1st ,26000,85011.0,Bajaj
510,Yamaha YZF R15 S,85000.0,2016,individual,1st ,26000,117926.0,Yamaha
511,Hero Splendor Plus,12000.0,2007,individual,1st ,100000,0.0,Hero
512,Hero Xpulse 200T,105000.0,2019,individual,1st ,2900,96500.0,Hero
513,Yamaha FZ S V 2.0,40000.0,2015,individual,1st ,25000,84042.0,Yamaha
514,Bajaj Discover 150,30000.0,2011,individual,2nd ,39500,54299.0,Bajaj
515,Honda Activa [2000-2015],25000.0,2012,individual,1st ,40000,50267.0,Activa
516,Hero Splendor PRO,40000.0,2016,individual,1st ,16000,51994.0,Hero
517,Honda Dream Neo,45000.0,2017,individual,2nd ,21000,49211.0,Honda
518,Bajaj CT 100,40000.0,2018,individual,1st ,14000,0.0,Bajaj
519,Suzuki Access 125,70000.0,2018,individual,1st ,7000,76632.0,Suzuki
520,Honda Activa [2000-2015],30000.0,2012,individual,1st ,22000,50267.0,Activa
522,Bajaj Platina 100,20000.0,2012,individual,1st ,16295,0.0,Bajaj
523,Honda CB Hornet 160R,70000.0,2017,individual,1st ,35000,87719.0,Honda
524,Bajaj V15,50000.0,2017,individual,1st ,9000,65626.0,Bajaj
526,Bajaj Pulsar 150,22000.0,2011,individual,1st ,60000,0.0,Bajaj
527,Honda Activa [2000-2015],35000.0,2013,individual,1st ,29500,50267.0,Activa
528,TVS Apache RTR 160,40000.0,2014,individual,2nd ,50000,0.0,TVS
529,Bajaj Pulsar 220F,75000.0,2016,individual,1st ,10500,0.0,Bajaj
531,Hero Maestro Edge,55000.0,2018,individual,1st ,39000,52790.0,Hero
532,Honda Dio,30000.0,2014,individual,1st ,24000,0.0,Honda
533,Hero Glamour 125,40000.0,2016,individual,1st ,15000,61600.0,Hero
534,Bajaj Avenger Street 160,85000.0,2019,individual,1st ,3000,0.0,Bajaj
536,Yamaha YBR 125,35000.0,2013,individual,1st ,20350,54593.0,Yamaha
537,Bajaj Pulsar 150,25000.0,2015,individual,2nd ,50000,0.0,Bajaj
538,Bajaj Pulsar 150,40000.0,2012,individual,2nd ,37000,0.0,Bajaj
540,Hero Passion PRO i3s,55000.0,2018,individual,1st ,15000,54475.0,Hero
541,Bajaj Pulsar 180,60000.0,2015,individual,1st ,28563,85011.0,Bajaj
542,Yamaha Fazer 25,115000.0,2018,individual,1st ,11000,142680.0,Yamaha
543,TVS Excel,5000.0,1998,individual,1st ,60000,0.0,TVS
544,Honda Shine,40000.0,2015,individual,1st ,21121,0.0,Honda
545,Honda Dream Neo,50000.0,2014,individual,1st ,25000,49211.0,Honda
546,Honda Dio,28000.0,2014,individual,1st ,13000,0.0,Honda
547,Hero Splendor Plus,35000.0,2013,individual,1st ,55000,0.0,Hero
548,Bajaj Xcd,25000.0,2007,individual,2nd ,100000,0.0,Bajaj
549,TVS Streak,20000.0,2009,individual,2nd ,36000,0.0,TVS
550,Bajaj Pulsar 180,40000.0,2013,individual,1st ,34000,85011.0,Bajaj
551,Hero Xtreme 200R,86000.0,2018,individual,1st ,12000,93400.0,Hero
552,Yamaha YZF R15 [2011-2018],65000.0,2011,individual,1st ,29000,0.0,Yamaha
553,Bajaj Avenger Street 150 [2018],60000.0,2017,individual,1st ,30000,80435.0,Bajaj
554,Yamaha RX135,65000.0,1998,individual,3rd ,16500,0.0,Yamaha
555,Honda CB Shine SP,41000.0,2017,individual,1st ,33000,66697.0,Honda
556,Honda CBR150 R,110000.0,2017,individual,1st ,11800,129662.0,Honda
557,Honda Dream Yuga,32000.0,2017,individual,1st ,39000,56147.0,Honda
558,Honda Shine,37000.0,2014,individual,1st ,16145,0.0,Honda
559,Hero Splendor Plus i3s,65000.0,2019,individual,1st ,1000,55600.0,Hero
562,Honda Activa 3G,35000.0,2016,individual,1st ,51000,54605.0,Activa
563,Bajaj Pulsar 180F,100000.0,2019,individual,1st ,1300,0.0,Bajaj
565,Bajaj Pulsar 150 [2001-2011],30000.0,2010,individual,2nd ,55000,0.0,Bajaj
566,TVS Apache RTR 200 4V,90000.0,2019,individual,1st ,20000,0.0,TVS
567,Bajaj Super,6000.0,1991,individual,1st ,35000,0.0,Bajaj
569,Bajaj Pulsar 150,55000.0,2015,individual,2nd ,40000,0.0,Bajaj
570,Yamaha SZ X,35000.0,2010,individual,1st ,46000,65800.0,Yamaha
572,Bajaj Pulsar 180,35000.0,2009,individual,1st ,19000,85011.0,Bajaj
573,Bajaj Pulsar 220 DTS-i,40000.0,2011,individual,1st ,26000,0.0,Bajaj
576,Honda CB Unicorn 160,75000.0,2016,individual,1st ,40000,77545.0,Honda
577,Bajaj Avenger Cruise 220,70000.0,2016,individual,1st ,10000,0.0,Bajaj
578,Bajaj Discover 135,22000.0,2007,individual,1st ,25000,0.0,Bajaj
579,Yamaha FZ S V 2.0,80000.0,2019,individual,1st ,10000,87042.0,Yamaha
580,Bajaj Pulsar 150,72000.0,2017,individual,1st ,24000,0.0,Bajaj
581,Hero HF Deluxe,30000.0,2014,individual,2nd ,35000,0.0,Hero
582,Bajaj Pulsar 135 LS,25000.0,2011,individual,2nd ,30000,64589.0,Bajaj
583,Aprilia SR 125,65000.0,2018,individual,1st ,6500,0.0,Aprilia
584,Bajaj Pulsar 150,68000.0,2019,individual,1st ,10000,0.0,Bajaj
585,Hero Duet,27000.0,2016,individual,1st ,28000,50280.0,Hero
586,Honda CB Twister,25000.0,2015,individual,1st ,35000,57241.0,Honda
587,Bajaj Discover 125,45000.0,2016,individual,1st ,20000,60122.0,Bajaj
588,Honda CBR-250R,200000.0,2019,individual,1st ,5500,202310.0,Honda
589,Bajaj Pulsar 180,20100.0,2008,individual,1st ,36000,85011.0,Bajaj
590,Honda Shine,30000.0,2014,individual,1st ,25000,0.0,Honda
591,Suzuki Swish [2012-2015],30000.0,2014,individual,1st ,30000,51685.0,Suzuki
592,TVS Star City,21000.0,2011,individual,1st ,101000,47108.0,TVS
593,Hero Super Splendor,45000.0,2012,individual,1st ,21000,0.0,Hero
594,Yamaha Fazer [2009-2016],45000.0,2014,individual,1st ,57700,84751.0,Yamaha
595,TVS Scooty Pep DLX,14500.0,2012,individual,1st ,44000,0.0,TVS
596,Honda Dream Yuga,47000.0,2019,individual,1st ,8800,56147.0,Honda
597,TVS Star City Plus,26000.0,2014,individual,2nd ,68000,0.0,TVS
598,Yamaha Fazer [2009-2016],25000.0,2013,individual,1st ,120000,84751.0,Yamaha
600,TVS Apache RTR 160,50000.0,2017,individual,1st ,38000,0.0,TVS
601,Honda Dio,23000.0,2010,individual,1st ,40000,0.0,Honda
602,Honda Activa [2000-2015],50000.0,2014,individual,1st ,48000,50267.0,Activa
603,Hero Maestro Edge,46000.0,2015,individual,1st ,14000,55980.0,Hero
604,Honda CB Hornet 160R,80000.0,2017,individual,1st ,18000,87719.0,Honda
605,Hero Karizma [2003-2014],50000.0,2013,individual,1st ,38000,85766.0,Hero
606,Honda CB Trigger,40000.0,2014,individual,1st ,75000,83437.0,Honda
607,Honda CB Hornet 160R,70000.0,2017,individual,1st ,35000,87719.0,Honda
608,Hero Glamour FI,30900.0,2014,individual,1st ,25000,71150.0,Hero
609,Bajaj Avenger [2015],65000.0,2010,individual,1st ,20000,75502.0,Bajaj
611,TVS Apache RTR 160,89999.0,2019,individual,1st ,6400,0.0,TVS
613,Bajaj Platina 100,17000.0,2007,individual,1st ,16000,0.0,Bajaj
614,Yamaha FZ25,90000.0,2018,individual,1st ,8200,132680.0,Yamaha
615,Bajaj Pulsar 150 [2001-2011],35000.0,2010,individual,1st ,60000,0.0,Bajaj
616,Yamaha YZF R15 S,70000.0,2017,individual,1st ,16000,117926.0,Yamaha
617,Bajaj Discover 125,15000.0,2011,individual,1st ,47000,57549.0,Bajaj
618,Hero Passion PRO i3s,35000.0,2016,individual,1st ,18000,54475.0,Hero
619,Honda Activa [2000-2015],15000.0,2006,individual,1st ,50000,50267.0,Activa
620,Bajaj Discover 125,50000.0,2018,individual,1st ,6000,60122.0,Bajaj
621,Suzuki Gixxer [2014-2018],69000.0,2017,individual,1st ,20000,82813.0,Suzuki
622,TVS Wego,15000.0,2011,individual,1st ,65000,54760.0,TVS
623,Bajaj Discover 150,25000.0,2008,individual,1st ,25000,54299.0,Bajaj
624,Suzuki Access 125 [2007-2016],30000.0,2012,individual,1st ,23000,58314.0,Suzuki
625,Hero Karizma 2014,45000.0,2014,individual,1st ,5555,86744.0,Hero
626,Hero CD Deluxe,35000.0,2016,individual,1st ,38000,0.0,Hero
627,Yamaha Fazer 25,120000.0,2018,individual,1st ,6000,142680.0,Yamaha
628,Hero Splendor Plus,25000.0,2015,individual,1st ,45000,0.0,Hero
629,Yamaha YZF R15 [2011-2018],80000.0,2017,individual,1st ,27000,118997.0,Yamaha
631,TVS Apache RTR 160,70000.0,2018,individual,1st ,16000,0.0,TVS
632,Bajaj Pulsar 150,35000.0,2011,individual,1st ,50000,0.0,Bajaj
633,Hero Glamour 125,40000.0,2015,individual,1st ,71250,61600.0,Hero
635,Honda CB Twister,30000.0,2012,individual,1st ,50000,57241.0,Honda
636,Bajaj CT 100,8000.0,2005,individual,2nd ,82000,0.0,Bajaj
637,Bajaj Pulsar 220 DTS-i,65000.0,2013,individual,1st ,6409,0.0,Bajaj
639,Honda CB Trigger,45000.0,2013,individual,1st ,20000,76572.0,Honda
640,Hero Hunk,35000.0,2013,individual,1st ,50000,78513.0,Hero
641,Bajaj Discover 150,25000.0,2011,individual,1st ,52000,54299.0,Bajaj
642,TVS Apache RTR 160,15000.0,2009,individual,4th ,880000,0.0,TVS
643,Hero Xtreme Sports,65000.0,2017,individual,1st ,23000,78350.0,Hero
644,Bajaj Avenger [2015],45000.0,2011,individual,1st ,35000,75502.0,Bajaj
645,Honda Activa 125,45000.0,2017,individual,1st ,49000,0.0,Activa
646,Bajaj Pulsar 220F,50000.0,2011,individual,2nd ,55000,0.0,Bajaj
647,Bajaj Pulsar NS200,85000.0,2018,individual,2nd ,15100,0.0,Bajaj
649,Honda CB Unicorn 150,60000.0,2017,individual,1st ,12652,74295.0,Honda
650,Suzuki Gixxer SF Fi,100000.0,2019,individual,1st ,7000,103170.0,Suzuki
651,KTM RC 200,180000.0,2019,individual,2nd ,13800,0.0,KTM
652,Bajaj Discover 100,25000.0,2010,individual,2nd ,28000,42859.0,Bajaj
653,TVS Wego,15000.0,2011,individual,2nd ,20000,54760.0,TVS
654,Honda CB Hornet 160R,60000.0,2017,individual,2nd ,16008,92210.0,Honda
655,Yamaha YZF R15 S,75000.0,2018,individual,1st ,36000,117926.0,Yamaha
656,Hero CBZ,35000.0,2010,individual,1st ,36000,0.0,Hero
657,TVS Scooty Zest 110,55000.0,2018,individual,1st ,380,53751.0,TVS
658,Yamaha FZ S V 2.0,85000.0,2018,individual,1st ,50000,87042.0,Yamaha
661,Yamaha FZ S V 2.0,60000.0,2017,individual,1st ,14500,84042.0,Yamaha
662,Suzuki Access 125,40000.0,2017,individual,1st ,15000,0.0,Suzuki
663,Bajaj Pulsar 150,30000.0,2010,individual,1st ,54000,0.0,Bajaj
664,Bajaj Pulsar NS160,80000.0,2018,individual,1st ,11000,0.0,Bajaj
665,Hero Splendor PRO,24000.0,2011,individual,1st ,43000,51994.0,Hero
666,Honda Shine,18000.0,2010,individual,1st ,15000,0.0,Honda
667,Hero Passion Pro 110,20000.0,2008,individual,3rd ,40000,0.0,Hero
668,Yamaha FZ16,40000.0,2016,individual,1st ,93000,78712.0,Yamaha
669,Suzuki Access 125,20000.0,2012,individual,1st ,24000,0.0,Suzuki
670,TVS Jupiter,70000.0,2018,individual,1st ,14000,0.0,TVS
671,Hero Passion Pro 110,50000.0,2019,individual,1st ,29442,0.0,Hero
672,Yamaha FZ S V 2.0,75000.0,2017,individual,1st ,20000,84042.0,Yamaha
673,Honda Livo,25000.0,2015,individual,1st ,30000,0.0,Honda
674,Honda CB Hornet 160R,70000.0,2017,individual,1st ,38000,87543.0,Honda
675,Honda Activa 125 [2016-2017],55000.0,2018,individual,1st ,18000,61545.0,Activa
676,Honda Activa 5G,51000.0,2018,individual,1st ,14000,59422.0,Activa
677,Yamaha Saluto,74000.0,2019,individual,1st ,13000,59844.0,Yamaha
678,Yamaha FZ S V 2.0,65000.0,2017,individual,1st ,42000,84042.0,Yamaha
679,Bajaj Avenger Street 150 [2018],60000.0,2016,individual,2nd ,27000,80435.0,Bajaj
680,Bajaj Pulsar 220F,110000.0,2019,individual,1st ,4000,0.0,Bajaj
681,Yamaha YZF R15 [2011-2018],50000.0,2014,individual,1st ,1200,118997.0,Yamaha
682,TVS Apache RTR 160 4V,85009.0,2018,individual,1st ,7500,0.0,TVS
683,Hero Passion Pro 110,60000.0,2013,individual,1st ,15000,0.0,Hero
684,Bajaj Pulsar 150,25000.0,2013,individual,2nd ,70000,0.0,Bajaj
685,TVS Apache RTR 160 4V,75000.0,2019,individual,1st ,12657,0.0,TVS
686,Honda CB Unicorn 150,30000.0,2010,individual,1st ,69000,74295.0,Honda
687,Honda Activa [2000-2015],16600.0,2010,individual,1st ,100000,50267.0,Activa
688,Honda Activa 3G,30000.0,2015,individual,1st ,18000,54605.0,Activa
689,Honda Shine,20000.0,2007,individual,1st ,80000,0.0,Honda
690,Honda Activa 5G,62000.0,2019,individual,1st ,11200,59422.0,Activa
691,Bajaj Avenger Street 220,60000.0,2016,individual,1st ,17000,95955.0,Bajaj
692,Hero Xtreme [2013-2014],45000.0,2014,individual,1st ,56420,72492.0,Hero
693,Yamaha FZ S [2012-2016],40000.0,2011,individual,1st ,82000,79432.0,Yamaha
694,Suzuki Intruder 150,75000.0,2018,individual,1st ,10000,0.0,Suzuki
695,Yamaha Fazer [2009-2016],50000.0,2012,individual,1st ,100000,84751.0,Yamaha
696,Bajaj Pulsar RS 200,105000.0,2017,individual,1st ,18345,0.0,Bajaj
697,Bajaj Discover 135,30000.0,2009,individual,1st ,20000,0.0,Bajaj
699,Bajaj Pulsar 135 LS,45000.0,2014,individual,1st ,14000,64589.0,Bajaj
700,Yamaha Fazer 25,145000.0,2018,individual,2nd ,4100,142680.0,Yamaha
701,Honda CB Unicorn 150,45000.0,2016,individual,2nd ,50000,74295.0,Honda
702,Honda Activa 5G,65000.0,2019,individual,1st ,3025,59422.0,Activa
703,Bajaj Pulsar 135 LS,20000.0,2011,individual,1st ,60000,64589.0,Bajaj
704,Hero Duet,37000.0,2016,individual,1st ,6000,50280.0,Hero
705,Hero Splendor NXG,18000.0,2011,individual,1st ,35000,44814.0,Hero
706,Hero Glamour 125,25000.0,2013,individual,1st ,50000,61600.0,Hero
707,Honda Activa 5G,46000.0,2018,individual,1st ,10000,57557.0,Activa
708,Yamaha Fascino 110,55000.0,2019,individual,1st ,7000,57112.0,Yamaha
709,Bajaj V15,40000.0,2016,individual,1st ,34000,67187.0,Bajaj
711,Honda Activa [2000-2015],25000.0,2012,individual,1st ,38000,50267.0,Activa
712,Bajaj Xcd,15000.0,2008,individual,1st ,100000,0.0,Bajaj
713,Bajaj Pulsar NS160,70000.0,2018,individual,1st ,20000,0.0,Bajaj
714,Honda CB Hornet 160R,70000.0,2017,individual,1st ,240000,92210.0,Honda
715,Yamaha RXG,25000.0,1997,individual,1st ,45354,0.0,Yamaha
716,TVS Streak,10000.0,2009,individual,1st ,100000,0.0,TVS
